Smiles,Standard Type,Standard Value,Standard Units
Cc1ccc(C2=N/C(=C/N3CCOCC3)C(=O)O2)cc1,Potency,8912.5,nM
COc1ccc2[nH]c(SCC(=O)C(C)(C)C)nc2c1,Potency,7943.3,nM
CNc1ccc(/C=C(\C#N)c2ccccn2)cc1[N+](=O)[O-],Potency,10000.0,nM
CC(=O)N(c1nnc(-c2ccc(C)cc2)s1)C1CCCC1,Potency,11220.2,nM
Cn1cccc1/C=C1\SC(=O)N(c2ccc(O)cc2)C1=O,Potency,10000.0,nM
COc1cccc2nc(O)c(-c3ccccc3)cc12,Potency,3162.3,nM
CC(C)(C)n1ncc2c(=O)n(CC(=O)c3ccccc3)cnc21,Potency,12589.3,nM
O=C(NCCO)c1ccc2c3n(nc2c1)-c1ccc(Cl)cc1CO3,Potency,3162.3,nM
COc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,Potency,6309.6,nM
O=C(CSc1ccc(-c2cccs2)nn1)c1cccs1,Potency,11220.2,nM
COC(=O)Cc1ccc(NC(=O)c2ccc(Br)o2)cc1,Potency,12589.3,nM
COc1ccc(N=C2C(=S)N(c3ccc(OC)cc3)C(=NS(=O)(=O)c3ccccc3)N2c2ccccc2)cc1,Potency,3548.1,nM
CCOC(=O)C1=NN(c2ccc(Cl)cc2)C(=O)C1,Potency,3981.1,nM
Cc1ccc(-c2csc(NC(=O)c3ccc(Br)cc3)c2C(=O)O)cc1,Potency,1995.3,nM
CCCNC(=O)/C=C/c1ccc(C(C)C)cc1,Potency,12589.3,nM
COc1cccc(-c2nnc3sc(-c4ccco4)nn23)c1,Potency,8912.5,nM
CCCc1nc2ccc(C)cn2c1Cc1ccc(C)cc1,Potency,7079.5,nM
Cc1ccc(-c2nn(-c3ccccc3)cc2CO)cc1,Potency,7943.3,nM
COc1cc(C)ccc1OCc1cc(C(=O)NCc2ccncc2)no1,Potency,7943.3,nM
O=C(Nc1cnc2ccccn2c1=O)c1ccc(Cl)cc1,Potency,11220.2,nM
Cc1ccc(SCc2cn3cccnc3n2)cc1,Potency,11220.2,nM
O=C(NCCc1ccccc1)/C(=N\O)c1ccccc1,Potency,1258.9,nM
Cc1ccc(-c2nc3ccc(Br)cn3c2Cc2cccc(F)c2)cc1,Potency,3162.3,nM
O=C(CCc1ccccc1)NCCSc1ccccc1,Potency,5623.4,nM
CCCCOc1ccc(C(=O)Nc2cccc(C)n2)cc1,Potency,2818.4,nM
C(/C=C/c1ccccc1)=N/N1CCN(c2ccccc2)CC1,Potency,7943.3,nM
COc1ccc2c(c1)CC/C(=C\C=C\c1ccccc1OC)C2=O,Potency,11220.2,nM
O=C(Nc1ccc2c(c1)OCO2)c1cncc(Br)c1,Potency,10000.0,nM
O=C1c2ccccc2S(=O)(=O)N1CC1CC(c2ccccc2)=NO1,Potency,11220.2,nM
CCOc1ccc(/C=C/C(=O)c2ccccc2)cc1,Potency,12589.3,nM
CCC(=O)NCCc1sc2nc(-c3ccc(OC)cc3)nn2c1C,Potency,5011.9,nM
Cc1cccc(Nc2ncc3c(n2)CC(C)CC3=O)c1,Potency,5011.9,nM
N#Cc1ccc2sn(-c3ccccc3)c(=O)c2c1,Potency,11220.2,nM
Cc1cccc(NC(=O)Cc2noc3ccccc23)c1,Potency,11220.2,nM
O=C(O)c1ccc(-c2ccccn2)s1,Potency,10000.0,nM
Cc1ccc(-c2nnn(CCC(=O)NC(C)(C)C)n2)cc1,Potency,14125.4,nM
COc1ccc2c(Cl)c(C(N)=O)sc2c1,Potency,10000.0,nM
O=C(NCc1ccco1)c1cc2c(s1)CCCCC2,Potency,11220.2,nM
CN1CCN(CCOc2ccc(-c3ccccc3)cc2)CC1.Cl,Potency,7943.3,nM
CCCCOc1ccc(C(=S)N2CCC(C(N)=O)CC2)cc1,Potency,3981.1,nM
CC(=O)c1cccc(Nc2ccc(-c3ccccc3F)nn2)c1,Potency,11220.2,nM
Cc1cccc(NC(=O)Nc2cc(C)cc(C)n2)c1,Potency,3548.1,nM
CCCCOc1ccc(CSc2nc[nH]n2)cc1,Potency,7079.5,nM
Cn1cc(CCNC(=O)c2ccc3nc(Cc4ccccc4F)oc3c2)cn1,Potency,2511.9,nM
COC(=O)c1sc(NC(=O)c2oc3ccccc3c2C)nc1C,Potency,7079.5,nM
Cc1ccc(NC(=O)c2nnn(-c3ccc4c(c3)OCCO4)c2N)cc1,Potency,5623.4,nM
N#C/C(=C/c1ccc(N2CCCCC2)cc1)c1cccc(F)c1,Potency,7943.3,nM
CCOC(=O)CNC(=O)c1sc(NC(=O)c2cccc(F)c2)nc1C,Potency,8912.5,nM
CCc1ccc(NC(=O)N2CCCCCC2)cc1,Potency,7079.5,nM
COc1cccc(/C=N/NC(=O)c2cccc(N3CCCC3=O)c2)c1,Potency,8912.5,nM
Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1,Potency,10000.0,nM
c1ccc(CN2CCc3nc4ccccc4cc3C2)cc1,Potency,10000.0,nM
CC(C)=CC(=O)Nc1ccc(OCc2ccccc2)cc1,Potency,2818.4,nM
CCOc1ccc(NC(=O)CCc2c(C)nn(-c3ccc(N4CCCCC4)nn3)c2C)cc1,Potency,11220.2,nM
CC1(C)CC(=O)c2c(O)cc(OCc3ccc(Br)cc3)cc2O1,Potency,3548.1,nM
Cc1ccc(C(=O)CN2C(=O)C(C)Oc3ccccc32)cc1,Potency,11220.2,nM
COc1ccc(N2C(=O)c3ccccc3NC2(C)C)cc1,Potency,10000.0,nM
COc1cc(CCC(C)=O)ccc1OC(=O)c1c(F)cccc1Cl,Potency,8912.5,nM
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],Potency,1258.9,nM
COc1ccc(CCNC(=O)c2cccn2C)cc1,Potency,2818.4,nM
COc1ccccc1/C=N/Nc1nccnc1Cl,Potency,11220.2,nM
O=c1oc(-c2cccs2)nc2sc3c(c12)CCCCC3,Potency,10000.0,nM
CCc1nnc(NC(=O)CSc2ccc(-c3ccc(-n4cccn4)cc3)nn2)s1,Potency,10000.0,nM
O=C(NCC1COc2ccccc2O1)c1ccccc1,Potency,7943.3,nM
NC(=NOC(=O)CSc1ccccc1)c1ccc([N+](=O)[O-])cc1,Potency,11220.2,nM
Cc1ccc(Cc2nc(-c3ccccn3)no2)cc1,Potency,2238.7,nM
CCC(=O)Nc1ccc(NC(=O)c2ccco2)cc1,Potency,2511.9,nM
CC(OC(=O)c1ccc([N+](=O)[O-])o1)C(=O)Nc1nc(-c2ccc(F)c(F)c2)cs1,Potency,12589.3,nM
Cc1sc(NC(=O)C2CCCCC2)c(C#N)c1-c1ccccc1,Potency,7079.5,nM
O=C(Nc1ccc2c(c1)OCO2)c1cccc(F)c1,Potency,11220.2,nM
Oc1ccc(N=Nc2ccccc2)cc1,Potency,8912.5,nM
COC(=O)c1cccc(-n2c(C)cc(/C=C3\SC(=O)NC3=O)c2C)c1,Potency,10000.0,nM
O=[N+]([O-])c1ccc(O)c(/C=N/c2ccc3c(c2)OCCO3)c1,Potency,11220.2,nM
Cc1cccc2c1OCC/C2=N\NC(=O)COc1ccccc1,Potency,11220.2,nM
COC(=O)[C@@H](C)NC(=O)c1ccc2oc(CCc3ccccc3)nc2c1,Potency,11220.2,nM
COc1cc(OC)c(C2CC(=O)N3CN(c4ccc(C)cc4)CSC3=C2C#N)cc1OC,Potency,6309.6,nM
O=C(CNC(=O)c1ccccc1F)Nc1ccc2c(c1)OCO2,Potency,7943.3,nM
O=S(=O)(Cc1noc(-c2ccc(Cl)cc2)n1)Cc1ccco1,Potency,7943.3,nM
O=C(Nc1ccc(N2CCCCCC2)cc1)c1ccc[nH]1,Potency,1412.5,nM
COc1ccc(-c2cn3nc(SCC(=O)NC4CCCCC4)ccc3n2)cc1,Potency,1258.9,nM
CC(C)C(=O)Nc1ccc2oc(-c3cc(F)c(F)cc3Cl)nc2c1,Potency,2818.4,nM
COc1ccc2c(c1OC)C(=O)N(c1ccc(O)cc1)C2,Potency,4466.8,nM
Cc1ccnc(NC(=O)Nc2cccc(F)c2)n1,Potency,1000.0,nM
COc1cccc(/C(C)=N/Nc2ncc(Cl)cc2Cl)c1,Potency,10000.0,nM
O=C(O)c1ccccc1CSc1nc2ccccc2o1,Potency,8912.5,nM
Cn1c(NC(=O)c2ccccc2Br)cc(=O)n(C)c1=O,Potency,2511.9,nM
Cc1ccc(NC(=O)c2ccc(OC(=O)CCN3C(=O)c4ccccc4C3=O)cc2)cc1,Potency,7079.5,nM
COc1cc2c(cc1OC)CN(c1ccc3ccccc3n1)CC2,Potency,11220.2,nM
N=C(NCc1ccco1)NC(=O)c1ccc(Cl)cc1,Potency,11220.2,nM
Cc1cccc(NC(=O)c2ccc(OC3CSC3)cc2)c1,Potency,11220.2,nM
Cc1oc2cc3c(C(=O)N4CCCCC4)c(C)oc3cc2c1C(=O)N1CCCCC1,Potency,3162.3,nM
COc1cc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)ccc1OCc1cccc(Cl)c1,Potency,11220.2,nM
COc1ccccc1C(O)Cc1nc2ccccc2n1C,Potency,10000.0,nM
CCNC(=O)c1sc2cc(C)ccc2c1Cl,Potency,7079.5,nM
CCN(CC)CC(=O)Nc1scc2c1c(=O)oc1ccccc12,Potency,11220.2,nM
O=c1c2cc(N3CCOCC3)ccc2[nH]c(=S)n1Cc1ccc(Cl)cc1,Potency,11220.2,nM
Cc1c(/C=C/C(=O)c2ccc(C(C)C)cc2)cnn1C,Potency,11220.2,nM
Clc1ccccc1CSc1cc2c(nn1)-c1ccccc1CC2,Potency,3981.1,nM
CC1CCN(CCc2nc3cc(NC(=O)Nc4ccccc4)ccc3n2C)CC1,Potency,14125.4,nM
Clc1cccc(CSc2nc3cc[nH]cc-3n2)c1,Potency,8912.5,nM
O=C1CCN2C=Nc3cccc4ccc1c2c34,Potency,15848.9,nM
CC(C)C(=O)Nc1cccc(NC(=O)c2cc3ccccc3o2)c1,Potency,10000.0,nM
Cc1ccc(OCc2cc(C(=O)N(C)CCc3ccccn3)no2)cc1C,Potency,8912.5,nM
Cc1ccc(NC(=O)OC(C)CNC(=O)Oc2cccc(C)c2)cc1,Potency,11220.2,nM
CC(C)(C)OC(=O)N/N=C\c1ccc(OC(=O)c2ccco2)cc1,Potency,7943.3,nM
CC(C)(C)c1cc(NC(=O)c2cccnc2)no1,Potency,7079.5,nM
c1ccc2oc(-c3cc[nH]n3)cc2c1,Potency,4466.8,nM
O=C(O)c1ccc(/C=N/N2CCN(c3ccccc3)CC2)cc1,Potency,4466.8,nM
Cc1ccc(C)c(OCc2cc(C(=O)N3C[C@@H](C)O[C@@H](C)C3)no2)c1,Potency,4466.8,nM
CCCc1ccc2oc(C(=O)NCCc3cnn(C)c3)c(C)c2c1,Potency,8912.5,nM
O=C(Cc1ccc(Cl)cc1)Nc1cc(Cl)ccn1,Potency,7079.5,nM
Fc1ccccc1CSc1nc2cc(Br)c[nH]c-2n1,Potency,11220.2,nM
O=C(NCCSc1ccccc1)c1cccnc1,Potency,14125.4,nM
O=[N+]([O-])c1cc(Cl)ccc1-c1nc(-c2ccccc2)no1,Potency,2818.4,nM
CCC(C)c1ccc(NC(=O)c2cccnc2)cc1,Potency,3548.1,nM
CCOc1ccc(NC(=O)c2ccc(NC(=O)COC(=O)Cc3ccc(OC)cc3)cc2)cc1,Potency,4466.8,nM
CC(C)Cc1ccc(-c2ccc3nccn3c2)cc1,Potency,14125.4,nM
Cc1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccc2c(c1)OCCO2,Potency,10000.0,nM
N#Cc1c(N2CCOCC2)nsc1-c1ccc(C(F)(F)F)cc1,Potency,5011.9,nM
COc1ccc(-c2nc3sc(CCNC(=O)c4cc(OC)c(OC)c(OC)c4)c(C)n3n2)cc1,Potency,7943.3,nM
O=C1CN(c2ccccc2)C(=S)N1C(=O)c1ccccc1,Potency,7079.5,nM
N#Cc1cc(C#N)c(N2CCN(c3cccc(Cl)n3)CC2)nc1N,Potency,8912.5,nM
O=C(NC1CC1)c1cc2cc3ccccc3nc2s1,Potency,5011.9,nM
COc1ccc(NC(=O)Nc2ccc3[nH]ccc3c2)cc1,Potency,3162.3,nM
COc1ccc(NC(=S)N2CCC(c3ccccc3)C2)cc1,Potency,2818.4,nM
COc1ccc(-c2nnc(N(C)C(=O)c3ccno3)s2)cc1,Potency,5011.9,nM
O=C(Cc1cccs1)NCc1cccc(Cl)c1,Potency,12589.3,nM
O=C(CNC(=O)c1ccco1)Nc1ccc(Cl)cc1,Potency,12589.3,nM
CC(/C=N/NC(=O)c1ccncc1)=C\c1ccc(C(C)C)cc1,Potency,8912.5,nM
COC(=O)c1ccc(OCC(O)Cn2nnc3ccccc32)cc1,Potency,11220.2,nM
COc1ccc(C(=O)Nc2cc3c4c(c2)CC(=O)N4CCC3)c(OC)c1,Potency,3981.1,nM
CCCCOc1ccc(-c2nnc(N)s2)cc1,Potency,6309.6,nM
CCc1ccc(-c2nc(N)sc2C)cc1,Potency,11220.2,nM
O=[N+]([O-])c1cc(C=NN2CCCCCC2)ccc1Cl,Potency,2818.4,nM
c1ccn(-c2ccc(-c3cc[nH]n3)cc2)c1,Potency,5011.9,nM
O=C(N/N=C/c1c[nH]c2ccccc12)c1ccccc1O,Potency,8912.5,nM
CCOCC(=O)Nc1nc2ccccc2s1,Potency,7943.3,nM
Cc1cc(N/N=C/c2ccc3c(c2)OCO3)nc2ccccc12,Potency,12589.3,nM
O=C(CN1CCCCCC1)Nc1ccc(Br)cc1Br,Potency,5623.4,nM
CCc1ccc(NC(=O)Nc2ccncc2)cc1,Potency,10000.0,nM
O=[N+]([O-])c1cccc(/C=N/Nc2ncc(Br)cn2)c1,Potency,4466.8,nM
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCC4(CC3)OCCO4)c3ccccc3c2=O)cc1Cl,Potency,10000.0,nM
c1ccc(-c2ccc(-n3ccnc3)cc2)cc1,Potency,10000.0,nM
Cc1ccc(OCc2csc(N)n2)cc1,Potency,5011.9,nM
CCc1ccc(C(=O)Nc2ccc3nc(C)ccc3c2)cc1,Potency,3162.3,nM
O=C(N/N=C/c1ccc2c(c1)OCO2)c1ccc(Br)o1,Potency,5623.4,nM
Oc1oc(-c2ccccc2)nc1/C=N/Cc1ccccc1,Potency,10000.0,nM
COC(=O)Cc1c(OC)ccn(CCc2c[nH]c3ccccc23)c1=O,Potency,2238.7,nM
O=C(CSc1ccc(-c2cccs2)nn1)N1CCCCCC1,Potency,12589.3,nM
c1ccc(CSc2ncnn2Cc2ccccc2)cc1,Potency,5011.9,nM
CCCCOc1ccc(C2(C)CC(=O)NC2=O)cc1,Potency,12589.3,nM
CCN(C(=O)c1cccs1)c1nc(-c2ccc(OC)cc2)cs1,Potency,12589.3,nM
CC(/C=C/c1ccccc1F)=N\NC(=O)c1ccccc1,Potency,3162.3,nM
CCOC(=O)/C(C#N)=C(C)/C=C1\Sc2ccccc2N1CC,Potency,3162.3,nM
O=C(NCC1CC1)c1ccc2c3n(nc2c1)-c1ccc(Cl)cc1CO3,Potency,2511.9,nM
O=C(CSc1nc2ccccc2n1S(=O)(=O)c1ccccc1)N1CCCCC1,Potency,14125.4,nM
Fc1ccc(COc2ccc(-c3nnco3)cc2)cc1,Potency,11220.2,nM
CC(C)c1ccc(CNc2ncccn2)cc1.O=C(O)C(=O)O,Potency,11220.2,nM
CC(=O)n1nc(-c2ccco2)nc1SCc1ccccc1,Potency,11220.2,nM
CC1CCN(C(=O)c2ccc3ccccc3c2)CC1,Potency,2511.9,nM
CCOC(=O)C1CCCN(C(=O)CCc2nnc(-c3ccc(C(C)=O)s3)o2)C1,Potency,12589.3,nM
COc1ccc(C)cc1NC(=O)Nc1ccc(C(=O)N2CCCC2)cc1,Potency,7943.3,nM
CN(c1ccccc1)c1nc(N)c([N+](=O)[O-])c(N2CCCC2)n1,Potency,11220.2,nM
O=C(Nc1cccc(F)c1)Nc1ccc2c(c1)CCC2,Potency,1995.3,nM
COc1ccc2c(c1)CC/C2=N\OC(=O)c1ccccc1C,Potency,11220.2,nM
CN(C(=O)c1cc2sccc2n1C)C1CCCCC1,Potency,6309.6,nM
CCOc1ccc(N(CC(=O)NCc2ccccc2C)S(C)(=O)=O)cc1,Potency,11220.2,nM
N=C(Cc1cccs1)NOC(=O)COc1ccc(Cl)cc1Cl,Potency,11220.2,nM
COc1ccc(NC(=O)c2cnn(-c3ccccc3)c2C)cc1OC,Potency,3981.1,nM
Cc1cc(/C=C2/C(=O)N(C)C(=S)N2C)c(C)n1C1CC1,Potency,11220.2,nM
Cc1s/c(=N\C(=O)c2ccco2)n(C)c1-c1ccc(Cl)cc1,Potency,6309.6,nM
COc1cccc(COc2ccc3c(C)cc(=O)oc3c2)c1,Potency,2818.4,nM
COc1cccc2sc3cc(NCC[C@@H]4CCCN4C)ccc3c(=O)c12,Potency,11220.2,nM
O=C(COc1ccccc1)Nc1nc2ccccc2[nH]1,Potency,12589.3,nM
Cc1ccc(C(=O)Nn2cnc3ccccc3c2=O)cc1C,Potency,8912.5,nM
Cc1occc1C(=O)NNC(=O)c1ccccc1C(=O)O,Potency,10000.0,nM
CN(C)C(=O)c1ccc(NC(=O)c2cncc(Br)c2)cc1,Potency,11220.2,nM
Clc1ccc(-n2ncc3c(NCc4ccccn4)ncnc32)cc1,Potency,10000.0,nM
Cc1ccc(NC(=O)c2cccs2)cc1,Potency,2238.7,nM
Cc1nc(-c2ccc(C(=O)Nc3ccccc3F)cc2)cs1,Potency,10000.0,nM
O=C(Nc1ccccc1)OCc1cc(-c2ccccc2Cl)on1,Potency,8912.5,nM
CSc1ccccc1OCc1cc(C(=O)NCc2cccc(C)n2)no1,Potency,6309.6,nM
O=C(c1noc2c1CCCC2)N1CCc2ccccc2C1,Potency,5623.4,nM
O=[N+]([O-])c1ccccc1OCc1nc(-c2cccs2)no1,Potency,2818.4,nM
CCc1nnc(NC(=O)C23CC4CC(CC(C4)C2)C3)s1,Potency,11220.2,nM
COc1ccc2cc(C#N)c(SCC(=O)N3CCCC3)nc2c1,Potency,11220.2,nM
Fc1ccccc1-c1nc2ccccc2[nH]1,Potency,3981.1,nM
CCNc1nc(-c2ccc(Cl)cc2)cs1,Potency,2818.4,nM
Clc1ccc(-c2csc(N3CCOCC3)n2)cc1,Potency,7079.5,nM
Fc1ccc(-c2nnc(-c3ccc(Cl)cc3)o2)cc1,Potency,1995.3,nM
O=C(NCc1ccco1)Nc1ccc(Br)cc1Cl,Potency,12589.3,nM
Cc1ccc2c3c([nH]c2c1C)-c1nonc1CC3,Potency,8912.5,nM
O=C(Nc1ccccc1Cl)c1cc[nH]n1,Potency,12589.3,nM
COc1cccc(CNc2nc3nc(C)c(Cl)c(C)n3n2)c1,Potency,11220.2,nM
O=c1c2ccccc2nnn1CSc1nnc2ccccn12,Potency,5623.4,nM
CC1(C)CC(=O)c2cnc(N3CCc4ccccc4C3)nc2C1,Potency,7079.5,nM
COC(=O)c1cc(Cl)c(NC(=O)c2ccc(C(C)(C)C)cc2)cc1OC,Potency,3548.1,nM
COc1ccccc1OCc1cc(C(=O)N2CCCC(OCc3cccnc3)C2)no1,Potency,7079.5,nM
Cc1nc(-c2ccc3c(c2)OCCCO3)cs1,Potency,2511.9,nM
Cc1cc2nc(SCCN3CCOCC3)[nH]c2cc1C,Potency,4466.8,nM
Cc1cccc(NC(=O)COc2ccc(Br)cc2/C=N/O)c1,Potency,4466.8,nM
c1ccc(NC2=Nc3ccccc3CS2)cc1,Potency,3548.1,nM
COc1ccc(NC(=O)c2coc(C)c2)cc1,Potency,5623.4,nM
CCN(CC(=O)Nc1ccc2c(c1)OCCO2)C(=O)c1ccc(Cl)cc1Cl,Potency,1778.3,nM
Cc1cc2oc(=O)cc(CN(C)Cc3cccc(F)c3)c2cc1C,Potency,11220.2,nM
Clc1ccc(OCc2nnc(-c3ccccc3Br)o2)c(Cl)c1,Potency,3162.3,nM
COCCNC(=O)c1ccc2c(Cl)c3c(nc2c1)CCC3,Potency,5011.9,nM
CCc1cc(=O)oc2cc(OCc3ccc(C(=O)O)o3)ccc12,Potency,6309.6,nM
COc1cc(NC(=O)CC(C)C)ccc1NC(=O)c1ccco1,Potency,7943.3,nM
O=C(/N=C1\N=C2C=CC=CN2Cc2ccccc21)c1ccc(S(=O)(=O)N2CCOCC2)cc1,Potency,10000.0,nM
CN(C)Cc1c(O)ccc2cc(-c3nc4ccccc4n3C)c(=O)oc12,Potency,12589.3,nM
COC(=O)C(Cc1ccc(O)cc1)N1Cc2ccccc2C1=O,Potency,10000.0,nM
CC1Cc2nc(SCC(=O)Nc3ccc4c(c3)OCO4)n(Cc3ccccc3)c(=O)c2S1,Potency,11220.2,nM
Cl.O=C(c1cc2ccccn2n1)N1CCN(Cc2ccccc2)CC1,Potency,10000.0,nM
COc1nc(-c2ccccc2)ccc1-c1noc(-c2ccccc2)n1,Potency,6309.6,nM
Clc1ccc(-c2nnc(N3CCOCC3)o2)cc1,Potency,3981.1,nM
CCOC(=O)c1ccc2nc3c(cc2c1)CCS3,Potency,10000.0,nM
O=C(NNC(=S)Nc1ccccc1Cl)c1ccccc1Br,Potency,8912.5,nM
CC(C)CCOCc1nc(O)c2c3c(sc2n1)CC(C)CC3,Potency,12589.3,nM
O=C(CSCc1ccco1)N1CCc2ccccc21,Potency,2511.9,nM
CC(C)Cc1ccc(/C=C/C(=O)N2CCCCC2)cc1,Potency,12589.3,nM
Cc1ccc(NC(=O)c2ccc(OC(=O)COc3cccc(Cl)c3)cc2)cc1,Potency,3548.1,nM
C/C(=N/NC(=O)c1ccc(NC(=O)c2ccc(F)cc2)cc1)c1ccccc1,Potency,12589.3,nM
Cc1ccc(C2CCN(C(=O)Nc3ccccc3)C2)cc1,Potency,5011.9,nM
CCN(CC)c1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],Potency,10000.0,nM
N=C1S/C(=C\c2cn[nH]c2-c2ccc(F)cc2)C(=O)N1c1ccccc1F,Potency,7079.5,nM
Cc1ccc2nc(-c3cccc(Br)c3)cc(C(=O)Nn3cnnc3)c2c1,Potency,10000.0,nM
Cc1nc2ccc(NC(=O)c3ccccc3)cc2s1,Potency,3548.1,nM
CCOc1ccc(C(O)Cc2nc3ccccc3n2C)cc1,Potency,12589.3,nM
COC(=O)C(NC(=O)CCc1nnc2ccc(N3CCCCC3)nn12)C(C)C,Potency,11220.2,nM
CCCCNc1ccc2c(c1)C1CC2CCN1C(=O)OCc1ccccc1,Potency,8912.5,nM
Nc1sccc1C(=O)c1ccc(Cl)cc1,Potency,6309.6,nM
CC(=O)N1CCc2cc(S(=O)(=O)NCCC(=O)Nc3ccc4c(c3)OCCO4)ccc21,Potency,11220.2,nM
Cc1ccc(OCC(=O)Nc2ccc(-c3nc4ccc(C)cc4o3)cc2)cc1,Potency,891.3,nM
CC(/C=N\NC(=O)c1cc(C)oc1C)=C\c1ccccc1,Potency,1995.3,nM
Oc1ccc(-c2nnc(SCC3CCCCC3)o2)cc1,Potency,6309.6,nM
CCCCCCOc1ccc(C(=N)NO)cc1,Potency,7079.5,nM
Cc1ccc(C(c2nc3ccccc3[nH]2)n2c(-c3ccccc3)nc3ccccc32)cc1,Potency,4466.8,nM
CN(C(=O)c1ccccn1)c1nnc(-c2ccccn2)s1,Potency,11220.2,nM
Cn1c(SCc2ccc(C#N)cc2Cl)nc2ccccc21,Potency,4466.8,nM
CN1CCCN(Cc2nc(-c3ccc(Cl)cc3)no2)CC1,Potency,12589.3,nM
COC(=O)C1C(=O)c2c([nH]c(C(=O)OC3CCCCC3)c2C)CC1C,Potency,5011.9,nM
Nc1nnc(/C=C/c2cccc([N+](=O)[O-])c2)s1,Potency,15848.9,nM
C=CCNC(=S)NNC(=O)COc1ccc2cc(Br)ccc2c1,Potency,10000.0,nM
C/C(=N/OC(=O)C1CC1)c1cc(-c2ccc(Cl)cc2)no1,Potency,3981.1,nM
Cc1ccc(Sc2cnc3ccccc3n2)cc1,Potency,7079.5,nM
CN(C)c1cccc(C(=O)Nc2ccc(N3CCOCC3)cc2)c1,Potency,11220.2,nM
c1ccc2[nH]c(-c3cscn3)nc2c1,Potency,11220.2,nM
CCC(=O)c1ccc(OCc2ccccc2)c(OC)c1,Potency,6309.6,nM
O=C(NCCc1ccc(F)cc1)c1cccs1,Potency,11220.2,nM
Cc1nc2ccc(C(=O)OCc3ccccc3Br)cc2nc1C,Potency,7079.5,nM
Cl.c1ccc(CSCc2cn3ccccc3n2)cc1,Potency,2818.4,nM
O=C(Nc1ccccc1)c1ccc2c(c1)OCCCO2,Potency,12589.3,nM
CCCCN(C)C(=O)c1cc2cc3ccc(OC)cc3nc2o1,Potency,4466.8,nM
CCOC(=O)Cc1ccc2sc(-c3ccccc3)nc2c1,Potency,4466.8,nM
O=C1c2ccccc2CN1c1ccccc1,Potency,6309.6,nM
CCOC(=O)c1cnc(SCc2cccc(C)c2)nc1N,Potency,10000.0,nM
Cc1ccc(-c2cc(C(=O)NCc3cccs3)no2)cc1,Potency,4466.8,nM
O=C(CSc1ccc(F)cc1)NC1CCCCC1,Potency,11220.2,nM
Oc1ccc(-c2csc(Nc3ncccn3)n2)c(O)c1,Potency,4466.8,nM
O=C1S/C(=C\C=C\c2ccco2)C(=O)N1c1ccccc1,Potency,3548.1,nM
CC(=O)c1ccc(OCc2cc(C(=O)N3CC[C@@H]4CCCC[C@H]4C3)no2)cc1,Potency,3162.3,nM
Fc1ccccc1COc1cccc2cccnc12,Potency,7943.3,nM
O=C(c1cc(-c2ccccc2O)on1)N1CCc2ccccc2C1,Potency,10000.0,nM
Nc1c(C(=O)N2CCCC2)sc2nc(-c3ccccc3)ccc12,Potency,5623.4,nM
Nc1ccc2[nH]c(-c3ccccn3)nc2c1,Potency,11220.2,nM
O=C(NCC1CCCO1)c1cc(-c2ccccc2F)no1,Potency,12589.3,nM
CC1CCCC(NC(=O)c2ccc3c(c2)OCCO3)C1C,Potency,7079.5,nM
Cc1ccc(SCc2ccc(C(=O)N3CCCC3)cc2)cc1,Potency,11220.2,nM
COc1ccc2cc(C[C@@H]3CC[C@@H](CO)O3)ccc2c1,Potency,2818.4,nM
COc1ccc(C(=O)Nc2ccc3ccccc3c2)cc1OC,Potency,5623.4,nM
CCN(CC)S(=O)(=O)c1ccc2nc(NC(=O)c3ccco3)sc2c1,Potency,11220.2,nM
CC(C)Sc1nc(N)nc(-c2cccs2)c1C#N,Potency,3981.1,nM
Cc1ccc(NC(=O)N2CCCCCC2)cc1,Potency,7943.3,nM
CCc1noc(-c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)n1,Potency,7079.5,nM
Cc1ccc2c(CN3CCC(C)CC3)cc(=O)oc2c1,Potency,3162.3,nM
Cc1cc(/C=C(\C#N)C(=O)Nc2ccccc2)c(C)n1-c1cccnc1,Potency,5623.4,nM
O=[N+]([O-])c1cccc(C=NN2CCCCCC2)c1,Potency,12589.3,nM
COCc1nc2oc3ccc(F)cc3c(=O)c2cc1C(=O)OC,Potency,3981.1,nM
O=c1ccccn1CCOc1ccccc1Cl,Potency,12589.3,nM
Cc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4Br)C3)n2)o1,Potency,10000.0,nM
O=C(Cc1cccs1)N/N=C/C(Br)=C/c1ccccc1,Potency,5011.9,nM
Cc1cccc(NC(=O)Nc2ccc3c(c2)CCC3)c1,Potency,4466.8,nM
CCSc1nc2c(cnn2-c2ccccc2)c(=O)n1N,Potency,5011.9,nM
Cc1ccc(-c2cnn(-c3cccc([N+](=O)[O-])c3)c2N)cc1,Potency,5623.4,nM
CC(/N=c1\ccccn1C(=O)Nc1ccc(Cl)cc1)c1ccco1,Potency,10000.0,nM
